order_id,customer_id,order_date,category,order_channel,net_revenue,contribution_margin,discount_ratio,returned
O0017761,C00488,2024-10-08,electronics,web,47.95,9.66,0.0644,0
O0018183,C00502,2024-10-08,home,app,49.85,5.87,0.2194,0
O0019298,C00526,2024-10-08,grocery,web,54.27,9.05,0.249,0
O0020172,C00548,2024-10-08,home,assisted,63.57,14.42,0.3566,0
O0020269,C00551,2024-10-08,home,web,103.38,26.21,0.2037,0
O0020361,C00553,2024-10-08,fashion,app,57.9,11.98,0.0503,0
O0020519,C00557,2024-10-08,home,app,43.3,8.89,0.3621,0
O0021013,C00573,2024-10-08,home,web,107.97,26.43,0.1374,0
O0021432,C00587,2024-10-08,electronics,app,50.2,10.07,0.1452,0
O0022601,C00623,2024-10-08,fashion,app,55.74,9.11,0.0335,0
O0023018,C00636,2024-10-08,grocery,assisted,57.56,11.17,0.3552,0
O0023274,C00645,2024-10-08,grocery,web,66.29,11.3,0.0471,0
O0023390,C00648,2024-10-08,home,app,69.63,12.53,0.3283,0
O0024149,C00669,2024-10-08,fashion,app,93.73,22.17,0.0974,0
O0028606,C00781,2024-10-08,home,web,64.69,9.61,0.2508,0
O0028834,C00788,2024-10-08,electronics,app,36.56,5.92,0.1936,0
O0029461,C00802,2024-10-08,beauty,app,53.6,9.78,0.0524,0
O0029874,C00813,2024-10-08,home,app,24.92,0.5,0.2643,1
O0029959,C00815,2024-10-08,grocery,app,68.58,16.62,0.3452,0
O0032384,C00888,2024-10-08,fashion,app,81.71,21.97,0.0161,0
O0032385,C00888,2024-10-08,beauty,app,53.76,11.83,0.0636,0
O0035076,C00956,2024-10-08,fashion,app,63.51,0.5,0.1873,1
O0035347,C00964,2024-10-08,electronics,web,110.22,28.1,0.0373,0
O0035348,C00964,2024-10-08,fashion,web,187.1,48.13,0.2091,0
O0035481,C00968,2024-10-08,electronics,app,90.15,20.83,0.1671,0
O0036593,C00999,2024-10-08,grocery,web,52.94,9.77,0.0361,0
O0036962,C01008,2024-10-08,beauty,web,45.48,7.53,0.1459,0
O0037261,C01016,2024-10-08,fashion,app,76.77,22.44,0.387,0
O0039014,C01063,2024-10-08,grocery,app,58.58,13.99,0.359,0
O0039156,C01067,2024-10-08,beauty,app,67.41,13.65,0.2063,0
O0039340,C01070,2024-10-08,grocery,web,44.13,8.2,0.0851,0
O0039606,C01080,2024-10-08,fashion,app,55.22,10.81,0.0211,0
O0040590,C01108,2024-10-08,electronics,web,37.74,4.74,0.305,0
O0040948,C01117,2024-10-08,electronics,app,36.39,7.81,0.2092,0
O0041122,C01122,2024-10-08,fashion,app,44.5,8.74,0.148,0
O0042231,C01158,2024-10-08,home,web,113.39,29.85,0.2818,0
O0044361,C01214,2024-10-08,electronics,web,31.5,4.62,0.2725,0
O0045935,C01251,2024-10-08,beauty,web,112.5,31.41,0.2264,0
O0046663,C01272,2024-10-08,grocery,app,48.94,8.56,0.0417,0
O0048052,C01310,2024-10-08,grocery,app,46.07,6.75,0.1779,0
O0048542,C01325,2024-10-08,grocery,app,48.89,8.62,0.2826,0
O0000226,C00009,2024-10-09,electronics,app,96.58,23.22,0.02,0
O0001857,C00059,2024-10-09,electronics,assisted,106.47,22.68,0.0216,0
O0003363,C00094,2024-10-09,home,app,77.27,16.04,0.0297,0
O0003633,C00100,2024-10-09,beauty,app,30.22,2.8,0.1535,0
O0003818,C00108,2024-10-09,beauty,app,56.25,12.04,0.2955,0
O0005484,C00153,2024-10-09,fashion,app,44.14,8.3,0.2342,0
O0006314,C00175,2024-10-09,fashion,app,94.03,24.94,0.2283,0
O0008171,C00227,2024-10-09,beauty,app,129.03,28.54,0.1035,0
O0008939,C00250,2024-10-09,beauty,web,89.33,22.96,0.038,0
O0010208,C00276,2024-10-09,beauty,assisted,66.53,14.04,0.0763,0
O0010470,C00283,2024-10-09,fashion,app,96.67,22.56,0.033,0
O0011391,C00310,2024-10-09,home,app,61.26,14.83,0.1868,0
O0011452,C00311,2024-10-09,grocery,web,62.48,0.5,0.3742,1
O0011940,C00325,2024-10-09,grocery,web,58.35,10.29,0.0558,0
O0012370,C00339,2024-10-09,grocery,web,122.32,29.96,0.159,0
O0012811,C00358,2024-10-09,electronics,web,34.35,4.28,0.1328,0
O0012994,C00363,2024-10-09,electronics,app,41.7,8.68,0.4005,0
O0013188,C00369,2024-10-09,grocery,web,51.39,9.67,0.195,0
O0013382,C00373,2024-10-09,electronics,web,79.01,14.74,0.103,0
O0014458,C00403,2024-10-09,home,web,55.95,9.43,0.3633,0
O0015401,C00429,2024-10-09,home,web,55.15,10.69,0.0604,0
O0016938,C00469,2024-10-09,electronics,web,117.39,32.63,0.1569,0
O0018118,C00499,2024-10-09,fashion,web,70.66,0.5,0.1915,1
O0018692,C00515,2024-10-09,grocery,app,82.09,15.28,0.1304,0
O0019012,C00520,2024-10-09,home,app,46.24,6.31,0.3295,0
O0020173,C00548,2024-10-09,grocery,app,61.76,13.83,0.1414,0
O0020211,C00549,2024-10-09,home,app,107.74,18.88,0.2074,0
O0021594,C00590,2024-10-09,grocery,app,69.18,15.88,0.1206,0
O0023669,C00656,2024-10-09,fashion,web,94.27,19.36,0.0902,0
O0024004,C00664,2024-10-09,electronics,app,48.87,9.97,0.31,0
O0024272,C00672,2024-10-09,electronics,app,76.07,16.77,0.0655,0
O0025627,C00707,2024-10-09,home,app,52.86,6.22,0.0975,0
O0025912,C00718,2024-10-09,fashion,web,53.25,11.15,0.1579,0
O0026413,C00729,2024-10-09,electronics,app,107.51,25.51,0.2021,0
O0027313,C00748,2024-10-09,electronics,app,57.9,10.37,0.0765,0
O0030262,C00826,2024-10-09,home,web,58.92,11.79,0.2312,0
O0031040,C00849,2024-10-09,grocery,assisted,50.18,11.6,0.1604,0
O0031745,C00872,2024-10-09,grocery,web,129.44,37.84,0.0353,0
O0032383,C00888,2024-10-09,electronics,app,95.57,20.57,0.0372,0
O0032881,C00899,2024-10-09,fashion,web,53.31,9.65,0.15,0
O0034083,C00932,2024-10-09,beauty,app,60.72,12.04,0.1477,0
O0035123,C00958,2024-10-09,fashion,app,65.96,16.42,0.45,0
O0036263,C00988,2024-10-09,grocery,app,42.9,9.91,0.45,0
O0037674,C01031,2024-10-09,electronics,app,146.01,34.07,0.0235,0
O0038300,C01045,2024-10-09,beauty,web,40.5,0.5,0.2949,1
O0038301,C01045,2024-10-09,grocery,app,82.47,20.99,0.1702,0
O0038581,C01052,2024-10-09,grocery,web,47.1,10.09,0.0932,0
O0038893,C01059,2024-10-09,grocery,app,61.67,12.46,0.1113,0
O0038940,C01061,2024-10-09,electronics,app,51.18,4.86,0.1904,0
O0042066,C01155,2024-10-09,electronics,web,95.65,25.75,0.1296,0
O0044360,C01214,2024-10-09,electronics,web,52.03,0.5,0.112,1
O0045534,C01244,2024-10-09,home,app,68.71,17.23,0.0809,0
O0045777,C01248,2024-10-09,electronics,web,36.39,6.56,0.2901,0
O0045780,C01248,2024-10-09,grocery,app,48.31,8.74,0.2353,0
O0046154,C01255,2024-10-09,electronics,web,135.39,36.79,0.0766,0
O0047340,C01290,2024-10-09,fashion,app,87.81,23.93,0.1443,0
O0049688,C01361,2024-10-09,home,web,42.66,7.78,0.1769,0
O0050669,C01384,2024-10-09,fashion,app,30.92,3.8,0.166,0
O0000964,C00034,2024-10-10,beauty,app,49.26,10.17,0.3792,0
O0001606,C00051,2024-10-10,home,app,33.88,4.14,0.2164,0
O0001760,C00057,2024-10-10,electronics,app,66.27,11.51,0.1406,0
O0001918,C00060,2024-10-10,electronics,app,53.06,12.39,0.1716,0
O0001991,C00062,2024-10-10,beauty,app,150.59,41.58,0.046,0
O0002477,C00075,2024-10-10,beauty,app,41.32,8.5,0.2348,0
O0004634,C00127,2024-10-10,grocery,web,69.46,15.8,0.1515,0
O0004998,C00136,2024-10-10,home,web,59.07,0.5,0.1861,1
O0005021,C00137,2024-10-10,grocery,app,41.99,4.47,0.2247,0
O0005107,C00140,2024-10-10,fashion,app,33.82,6.89,0.45,0
O0005923,C00164,2024-10-10,fashion,app,58.54,13.63,0.0858,0
O0007148,C00199,2024-10-10,fashion,app,129.05,26.78,0.1884,0
O0008765,C00243,2024-10-10,grocery,app,28.5,3.75,0.2808,0
O0009083,C00254,2024-10-10,electronics,web,48.73,9.57,0.3004,0
O0009778,C00268,2024-10-10,fashion,app,53.28,12.87,0.2727,0
O0010469,C00283,2024-10-10,grocery,app,69.33,13.1,0.1276,0
O0010819,C00290,2024-10-10,beauty,app,75.14,19.78,0.2176,0
O0013806,C00384,2024-10-10,electronics,web,67.63,15.03,0.2169,0
O0014880,C00416,2024-10-10,grocery,web,28.81,2.89,0.2467,0
O0016939,C00469,2024-10-10,fashion,web,107.68,26.46,0.1668,0
O0019299,C00526,2024-10-10,beauty,app,49.93,10.02,0.1821,0
O0021187,C00581,2024-10-10,electronics,web,71.85,15.05,0.217,0
O0022040,C00604,2024-10-10,electronics,web,68.8,11.97,0.1507,0
O0022164,C00610,2024-10-10,fashion,app,74.41,13.5,0.1031,0
O0022969,C00635,2024-10-10,beauty,web,105.5,26.07,0.0461,0
O0024150,C00669,2024-10-10,grocery,web,99.02,0.5,0.2334,1
O0024190,C00670,2024-10-10,grocery,web,62.23,11.37,0.0997,0
O0024969,C00691,2024-10-10,home,app,53.49,11.55,0.0598,0
O0027207,C00745,2024-10-10,beauty,web,222.97,66.3,0.0889,0
O0027740,C00759,2024-10-10,beauty,app,73.16,0.5,0.2099,1
O0027776,C00760,2024-10-10,grocery,web,73.33,12.8,0.2303,0
O0027841,C00762,2024-10-10,beauty,app,69.51,16.28,0.1005,0
O0029247,C00797,2024-10-10,fashion,web,91.77,24.08,0.1172,0
O0030300,C00827,2024-10-10,grocery,app,88.97,0.5,0.1107,1
O0030505,C00832,2024-10-10,grocery,web,67.75,15.68,0.152,0
O0031038,C00849,2024-10-10,beauty,app,38.64,8.17,0.352,0
O0033123,C00907,2024-10-10,home,app,169.61,43.13,0.1298,0
O0035780,C00975,2024-10-10,grocery,app,93.77,20.7,0.0775,0
O0035899,C00978,2024-10-10,electronics,web,37.05,5.83,0.2419,0
O0036109,C00985,2024-10-10,home,web,85.26,21.09,0.1594,0
O0036477,C00996,2024-10-10,grocery,app,99.75,25.67,0.0843,0
O0037014,C01009,2024-10-10,grocery,app,69.34,12.36,0.015,0
O0037342,C01019,2024-10-10,fashion,app,48.04,10.57,0.3623,0
O0038427,C01047,2024-10-10,fashion,web,39.77,6.89,0.449,0
O0038741,C01055,2024-10-10,home,app,43.23,6.0,0.3422,0
O0038931,C01060,2024-10-10,electronics,app,113.56,23.37,0.249,0
O0039487,C01076,2024-10-10,fashion,app,85.56,19.1,0.0951,0
O0040034,C01094,2024-10-10,electronics,app,67.5,14.34,0.0088,0
O0044067,C01205,2024-10-10,electronics,app,76.58,15.17,0.072,0
O0044178,C01208,2024-10-10,fashion,app,44.07,8.19,0.2934,0
O0047519,C01295,2024-10-10,fashion,web,63.99,12.35,0.1955,0
O0049293,C01350,2024-10-10,grocery,app,89.89,21.77,0.007,0
O0050761,C01386,2024-10-10,home,app,73.06,15.16,0.0706,0
O0000603,C00022,2024-10-11,grocery,web,67.1,10.94,0.0174,0
O0004128,C00113,2024-10-11,grocery,app,53.45,11.57,0.1173,0
O0004533,C00125,2024-10-11,fashion,app,68.76,13.75,0.2501,0
O0006740,C00188,2024-10-11,grocery,app,68.95,16.94,0.1838,0
O0007722,C00215,2024-10-11,electronics,assisted,88.44,18.45,0.0999,0
O0008170,C00227,2024-10-11,electronics,app,78.19,20.87,0.0221,0
O0009201,C00256,2024-10-11,home,app,133.36,25.67,0.054,0
O0009781,C00268,2024-10-11,grocery,app,90.44,19.75,0.1349,0
O0010209,C00276,2024-10-11,fashion,app,62.15,10.41,0.2221,0
O0010466,C00283,2024-10-11,grocery,app,29.19,3.84,0.1821,0
O0010983,C00297,2024-10-11,beauty,app,79.28,15.51,0.0147,0
O0011453,C00311,2024-10-11,grocery,app,98.62,23.55,0.3426,0
O0014100,C00392,2024-10-11,fashion,app,94.68,24.56,0.1305,0
O0016002,C00445,2024-10-11,electronics,app,53.53,11.91,0.45,0
O0018119,C00499,2024-10-11,grocery,app,126.38,27.53,0.0627,0
O0018275,C00505,2024-10-11,electronics,app,114.82,25.72,0.0492,0
O0018396,C00509,2024-10-11,beauty,app,111.05,25.44,0.0979,0
O0018659,C00514,2024-10-11,beauty,app,39.47,6.44,0.2093,0
O0019630,C00535,2024-10-11,grocery,app,61.81,11.86,0.302,0
O0020770,C00567,2024-10-11,home,app,34.25,4.51,0.1344,0
O0022109,C00608,2024-10-11,beauty,web,62.6,14.0,0.2593,0
O0024003,C00664,2024-10-11,grocery,web,115.38,30.12,0.0716,0
O0024839,C00686,2024-10-11,fashion,app,22.33,1.6,0.3949,0
O0030949,C00847,2024-10-11,home,web,57.26,12.03,0.1083,0
O0031803,C00874,2024-10-11,grocery,app,39.62,5.15,0.1063,0
O0032676,C00894,2024-10-11,fashion,app,35.24,6.01,0.3354,0
O0033857,C00926,2024-10-11,home,app,47.14,8.88,0.2252,0
O0034049,C00931,2024-10-11,home,web,40.04,7.06,0.2185,0
O0034373,C00938,2024-10-11,grocery,app,94.16,27.04,0.2516,0
O0035031,C00954,2024-10-11,grocery,web,50.8,11.31,0.1572,0
O0035663,C00972,2024-10-11,grocery,app,88.9,14.12,0.0976,0
O0040621,C01109,2024-10-11,electronics,app,37.95,3.76,0.0779,0
O0040783,C01112,2024-10-11,grocery,app,88.35,20.79,0.1532,0
O0041952,C01153,2024-10-11,grocery,app,133.01,34.03,0.0811,0
O0046296,C01261,2024-10-11,electronics,app,65.43,17.08,0.2837,0
O0046664,C01272,2024-10-11,grocery,app,56.32,9.6,0.2723,0
O0046960,C01278,2024-10-11,home,app,27.15,3.34,0.2333,0
O0047337,C01290,2024-10-11,fashion,app,102.49,26.35,0.187,0
O0048841,C01333,2024-10-11,grocery,web,103.18,22.62,0.2675,0
O0049663,C01360,2024-10-11,home,app,94.21,22.4,0.1098,0
O0050464,C01376,2024-10-11,grocery,web,112.48,29.35,0.2633,0
O0051311,C01400,2024-10-11,home,web,51.29,8.55,0.0441,0
O0000670,C00026,2024-10-12,fashion,web,61.83,11.81,0.175,0
O0001160,C00038,2024-10-12,fashion,app,70.15,16.51,0.0766,0
O0004309,C00120,2024-10-12,electronics,web,98.73,18.68,0.0602,0
O0004636,C00127,2024-10-12,electronics,web,47.06,10.8,0.3217,0
O0004893,C00134,2024-10-12,beauty,app,71.56,15.69,0.0394,0
O0006504,C00182,2024-10-12,fashion,app,70.82,12.33,0.2394,0
O0006841,C00191,2024-10-12,beauty,web,33.33,3.04,0.1576,0
O0007050,C00196,2024-10-12,home,web,65.42,15.37,0.0565,0
O0007220,C00201,2024-10-12,beauty,app,37.62,5.21,0.4442,0
O0008089,C00225,2024-10-12,beauty,web,86.3,20.03,0.1181,0
O0009343,C00259,2024-10-12,electronics,web,98.98,29.07,0.203,0
O0011390,C00310,2024-10-12,electronics,app,89.81,21.98,0.2703,0
O0011701,C00316,2024-10-12,fashion,app,89.03,18.89,0.0623,0
O0012493,C00346,2024-10-12,home,app,27.23,3.18,0.377,0
O0013702,C00379,2024-10-12,electronics,web,30.2,3.86,0.1376,0
O0014832,C00415,2024-10-12,fashion,web,102.83,30.18,0.0643,0
O0016065,C00447,2024-10-12,beauty,app,39.29,6.23,0.1675,0
O0016777,C00464,2024-10-12,fashion,app,58.63,10.2,0.1515,0
O0017973,C00494,2024-10-12,fashion,app,52.98,10.45,0.1105,0
O0018147,C00500,2024-10-12,home,web,79.48,19.53,0.2953,0
O0020661,C00562,2024-10-12,fashion,app,39.95,5.41,0.2164,0
O0021994,C00601,2024-10-12,fashion,web,55.51,10.06,0.2135,0
O0022111,C00608,2024-10-12,fashion,app,106.17,28.65,0.049,0
O0022631,C00624,2024-10-12,home,web,88.19,19.53,0.1651,0
O0025608,C00706,2024-10-12,grocery,web,91.89,18.11,0.0732,0
O0027206,C00745,2024-10-12,beauty,web,92.14,25.28,0.0585,0
O0027625,C00756,2024-10-12,home,app,37.12,0.5,0.3211,1
O0029693,C00808,2024-10-12,grocery,app,120.79,30.36,0.0874,0
O0030009,C00818,2024-10-12,fashion,app,154.75,37.67,0.1838,0
O0030891,C00845,2024-10-12,grocery,web,51.0,12.39,0.1654,0
O0031617,C00869,2024-10-12,home,app,72.99,18.04,0.1881,0
O0032513,C00891,2024-10-12,fashion,app,81.23,12.0,0.2378,0
O0033507,C00918,2024-10-12,beauty,app,48.16,10.02,0.2159,0
O0033607,C00920,2024-10-12,grocery,web,99.91,24.57,0.1225,0
O0034566,C00941,2024-10-12,home,web,40.23,7.42,0.1344,0
O0034703,C00945,2024-10-12,beauty,web,192.73,39.57,0.069,0
O0035815,C00976,2024-10-12,electronics,app,134.87,28.14,0.1152,0
O0036108,C00985,2024-10-12,electronics,app,50.54,12.46,0.0715,0
O0036843,C01005,2024-10-12,fashion,app,57.94,11.22,0.1822,0
O0036910,C01007,2024-10-12,grocery,app,63.18,10.08,0.0328,0
O0037385,C01021,2024-10-12,home,web,59.19,0.5,0.1366,1
O0037921,C01038,2024-10-12,beauty,web,57.65,10.53,0.0709,0
O0038299,C01045,2024-10-12,grocery,web,81.07,22.04,0.0754,0
O0038503,C01050,2024-10-12,home,app,57.63,9.97,0.1077,0
O0039273,C01069,2024-10-12,beauty,web,118.94,33.27,0.2083,0
O0039524,C01077,2024-10-12,beauty,app,56.93,13.24,0.4445,0
O0039544,C01078,2024-10-12,grocery,web,102.92,24.23,0.0723,0
O0040242,C01099,2024-10-12,grocery,app,27.76,0.5,0.0712,1
O0040880,C01116,2024-10-12,grocery,app,43.05,8.92,0.0999,0
O0041261,C01127,2024-10-12,electronics,web,87.47,18.09,0.0576,0
O0041953,C01153,2024-10-12,home,app,47.18,10.29,0.2798,0
O0042480,C01164,2024-10-12,fashion,web,85.43,23.75,0.2255,0
O0042799,C01173,2024-10-12,grocery,app,74.81,17.22,0.114,0
O0043719,C01195,2024-10-12,fashion,app,29.04,3.73,0.3829,0
O0043819,C01197,2024-10-12,grocery,web,89.72,17.46,0.0268,0
O0044176,C01208,2024-10-12,beauty,web,68.79,17.04,0.0766,0
O0044675,C01222,2024-10-12,fashion,app,81.72,20.1,0.1601,0
O0048540,C01325,2024-10-12,beauty,assisted,116.8,25.83,0.2749,0
O0050268,C01371,2024-10-12,fashion,web,79.61,18.84,0.2288,0
O0050878,C01388,2024-10-12,home,app,80.36,18.04,0.0699,0
O0000228,C00009,2024-10-13,home,app,55.71,15.05,0.339,0
O0000314,C00011,2024-10-13,grocery,app,70.22,14.85,0.2723,0
O0000823,C00029,2024-10-13,fashion,web,42.79,9.06,0.2741,0
O0004999,C00136,2024-10-13,electronics,app,46.04,9.99,0.1542,0
O0005987,C00166,2024-10-13,fashion,app,64.61,13.99,0.114,0
O0006015,C00168,2024-10-13,home,web,84.74,17.61,0.1248,0
O0006060,C00169,2024-10-13,fashion,app,102.51,19.06,0.1639,0
O0006135,C00172,2024-10-13,grocery,web,150.21,39.17,0.1194,0
O0006485,C00180,2024-10-13,home,app,56.99,0.5,0.0903,1
O0009963,C00271,2024-10-13,beauty,web,88.5,24.47,0.0737,0
O0010697,C00287,2024-10-13,grocery,web,83.29,19.09,0.1478,0
O0010739,C00288,2024-10-13,beauty,app,35.73,5.02,0.0755,0
O0010930,C00294,2024-10-13,grocery,web,81.45,20.83,0.1041,0
O0011540,C00313,2024-10-13,fashion,app,51.84,8.87,0.1163,0
O0011699,C00316,2024-10-13,beauty,app,76.37,18.55,0.1638,0
O0011928,C00324,2024-10-13,beauty,web,152.43,40.4,0.0535,0
O0012081,C00331,2024-10-13,grocery,web,25.46,0.5,0.1985,1
O0012939,C00362,2024-10-13,electronics,web,31.51,3.95,0.3939,0
O0013665,C00378,2024-10-13,fashion,app,78.95,14.89,0.2598,0
O0014662,C00410,2024-10-13,home,app,45.11,6.44,0.3207,0
O0015127,C00423,2024-10-13,home,app,115.06,32.04,0.1268,0
O0017018,C00471,2024-10-13,home,app,66.76,0.5,0.1214,1
O0017756,C00488,2024-10-13,beauty,web,54.74,11.5,0.0678,0
O0018274,C00505,2024-10-13,home,app,79.08,0.5,0.2939,1
O0020434,C00555,2024-10-13,beauty,app,64.74,0.5,0.0997,1
O0022191,C00611,2024-10-13,electronics,app,94.76,27.71,0.0605,0
O0022274,C00615,2024-10-13,fashion,app,62.07,14.58,0.2837,0
O0023358,C00647,2024-10-13,beauty,web,95.78,23.93,0.1097,0
O0025463,C00703,2024-10-13,home,web,65.93,15.71,0.3224,0
O0025568,C00705,2024-10-13,home,app,46.43,8.28,0.123,0
O0027208,C00745,2024-10-13,grocery,app,78.14,16.31,0.1731,0
O0028605,C00781,2024-10-13,home,app,51.0,9.15,0.2192,0
O0029000,C00793,2024-10-13,beauty,web,71.69,13.22,0.0558,0
O0030136,C00822,2024-10-13,grocery,app,111.71,24.61,0.1453,0
O0031804,C00874,2024-10-13,grocery,app,56.07,10.22,0.1913,0
O0032599,C00893,2024-10-13,electronics,web,47.75,8.62,0.0706,0
O0033855,C00926,2024-10-13,electronics,web,96.55,23.0,0.1345,0
O0034145,C00933,2024-10-13,grocery,app,74.14,14.0,0.2747,0
O0034615,C00943,2024-10-13,fashion,app,64.86,15.89,0.2123,0
O0035224,C00962,2024-10-13,home,app,133.23,31.73,0.1872,0
O0035284,C00963,2024-10-13,grocery,app,141.26,38.68,0.0591,0
O0035729,C00973,2024-10-13,electronics,app,49.24,9.5,0.1488,0
O0036014,C00981,2024-10-13,grocery,app,60.72,8.22,0.2592,0
O0037922,C01038,2024-10-13,electronics,app,47.62,8.45,0.1691,0
O0037923,C01038,2024-10-13,home,web,64.73,12.64,0.0573,0
O0038106,C01041,2024-10-13,beauty,web,91.7,20.61,0.044,0
O0038637,C01053,2024-10-13,fashion,web,43.23,5.47,0.0578,0
O0038843,C01058,2024-10-13,beauty,web,51.21,0.5,0.1041,1
O0038844,C01058,2024-10-13,beauty,app,58.91,12.33,0.0159,0
O0039088,C01065,2024-10-13,grocery,web,53.83,9.92,0.45,0
O0039428,C01073,2024-10-13,beauty,web,105.04,0.5,0.1125,1
O0040193,C01097,2024-10-13,electronics,web,87.39,15.48,0.2672,0
O0040622,C01109,2024-10-13,home,web,43.42,0.5,0.3161,1
O0040784,C01112,2024-10-13,beauty,app,46.87,7.49,0.0748,0
O0040949,C01117,2024-10-13,beauty,app,71.63,18.64,0.1892,0
O0042065,C01155,2024-10-13,fashion,app,96.73,25.67,0.0432,0
O0042590,C01165,2024-10-13,electronics,app,82.75,18.62,0.1636,0
O0044927,C01230,2024-10-13,grocery,web,84.29,19.27,0.034,0
O0045264,C01239,2024-10-13,fashion,web,62.23,13.38,0.1774,0
O0045779,C01248,2024-10-13,electronics,app,63.27,11.22,0.13,0
O0046092,C01253,2024-10-13,beauty,app,65.56,16.66,0.1909,0
O0047004,C01280,2024-10-13,beauty,web,78.04,17.26,0.0917,0
O0047338,C01290,2024-10-13,home,app,109.51,27.33,0.3824,0
O0001420,C00047,2024-10-14,home,app,65.07,12.17,0.1986,0
O0001422,C00047,2024-10-14,grocery,web,71.45,13.5,0.1241,0
O0001558,C00050,2024-10-14,beauty,assisted,52.03,12.11,0.3223,0
O0002168,C00068,2024-10-14,fashion,web,59.06,13.91,0.2589,0
O0002551,C00076,2024-10-14,grocery,web,46.1,7.17,0.2489,0
O0003569,C00098,2024-10-14,grocery,app,66.88,15.76,0.1065,0
O0004031,C00112,2024-10-14,fashion,web,42.54,8.51,0.3006,0
O0004892,C00134,2024-10-14,beauty,app,44.77,6.97,0.2126,0
O0006818,C00190,2024-10-14,home,web,92.71,19.11,0.1452,0
O0006975,C00195,2024-10-14,electronics,app,106.0,29.47,0.0486,0
O0009779,C00268,2024-10-14,electronics,app,75.94,16.26,0.2059,0
O0011255,C00307,2024-10-14,electronics,app,60.39,12.49,0.3705,0
O0011637,C00315,2024-10-14,grocery,web,55.4,10.94,0.3293,0
O0011828,C00319,2024-10-14,electronics,web,60.8,13.27,0.253,0
O0011906,C00323,2024-10-14,beauty,app,80.54,16.88,0.2709,0
O0011929,C00324,2024-10-14,fashion,app,56.66,0.5,0.2633,1
O0015196,C00424,2024-10-14,grocery,app,104.79,26.23,0.1274,0
O0016626,C00460,2024-10-14,home,app,63.8,11.94,0.3338,0
O0017017,C00471,2024-10-14,fashion,app,33.54,6.2,0.45,0
O0017287,C00476,2024-10-14,grocery,app,49.55,10.3,0.0442,0
O0018852,C00517,2024-10-14,grocery,web,55.82,13.19,0.1943,0
O0019704,C00536,2024-10-14,beauty,web,90.31,19.53,0.1055,0
O0019826,C00538,2024-10-14,beauty,web,89.49,20.56,0.0858,0
O0021066,C00576,2024-10-14,grocery,app,56.66,11.56,0.2901,0
O0021310,C00584,2024-10-14,grocery,app,65.94,13.64,0.256,0
O0023498,C00650,2024-10-14,electronics,web,134.82,32.23,0.1677,0
O0023741,C00658,2024-10-14,grocery,app,64.37,15.15,0.1267,0
O0023942,C00663,2024-10-14,beauty,assisted,85.82,17.4,0.1055,0
O0025351,C00701,2024-10-14,home,app,26.46,3.92,0.3448,0
O0025657,C00709,2024-10-14,fashion,app,95.13,0.5,0.3811,1
O0026106,C00723,2024-10-14,home,app,53.69,12.1,0.1054,0
O0027269,C00747,2024-10-14,home,app,68.9,0.5,0.072,1
O0028332,C00772,2024-10-14,grocery,web,85.61,22.63,0.0786,0
O0028525,C00778,2024-10-14,electronics,web,77.63,15.45,0.1374,0
O0029958,C00815,2024-10-14,grocery,web,72.42,15.96,0.0406,0
O0033180,C00908,2024-10-14,beauty,app,48.07,0.5,0.2029,1
O0033182,C00908,2024-10-14,electronics,app,103.48,29.91,0.2768,0
O0036478,C00996,2024-10-14,home,app,82.21,18.98,0.1575,0
O0036704,C01001,2024-10-14,beauty,assisted,95.04,28.31,0.2861,0
O0039155,C01067,2024-10-14,fashion,app,28.38,2.36,0.223,0
O0039969,C01093,2024-10-14,electronics,web,72.28,13.28,0.0212,0
O0040081,C01095,2024-10-14,grocery,app,42.87,6.12,0.3873,0
O0040083,C01095,2024-10-14,grocery,web,73.94,17.06,0.0037,0
O0040878,C01116,2024-10-14,electronics,app,87.76,18.04,0.1695,0
O0041123,C01122,2024-10-14,grocery,app,32.77,4.43,0.4333,0
O0042284,C01159,2024-10-14,grocery,app,91.51,23.46,0.0019,0
O0042735,C01171,2024-10-14,grocery,app,112.3,31.37,0.087,0
O0044600,C01220,2024-10-14,grocery,app,59.19,15.42,0.2141,0
O0045181,C01237,2024-10-14,fashion,app,48.39,9.76,0.0755,0
O0046621,C01271,2024-10-14,home,web,87.19,14.92,0.0904,0
O0046724,C01273,2024-10-14,grocery,app,62.87,13.77,0.2548,0
O0047816,C01301,2024-10-14,grocery,app,75.44,16.66,0.2283,0
O0002550,C00076,2024-10-15,beauty,web,71.57,0.5,0.45,1
O0003287,C00092,2024-10-15,grocery,app,58.67,12.14,0.2975,0
O0004421,C00123,2024-10-15,home,web,60.34,13.77,0.1215,0
O0004635,C00127,2024-10-15,home,app,42.99,7.16,0.1413,0
O0005664,C00157,2024-10-15,beauty,web,93.79,21.75,0.0662,0
O0010934,C00294,2024-10-15,beauty,app,119.83,31.55,0.0908,0
O0013041,C00364,2024-10-15,home,web,85.95,0.5,0.1407,1
O0013381,C00373,2024-10-15,grocery,assisted,44.93,10.25,0.2255,0
O0013604,C00376,2024-10-15,electronics,app,91.78,21.95,0.0967,0
O0013915,C00388,2024-10-15,fashion,app,41.48,0.5,0.1574,1
O0016266,C00451,2024-10-15,grocery,app,53.05,12.93,0.0797,0
O0016331,C00453,2024-10-15,grocery,app,74.57,15.87,0.0653,0
